_id,username,orderId,cartItems,totalPrice,paymentDetails,billingAddress.fullName,billingAddress.addressLine1,billingAddress.addressLine2,billingAddress.country,purchaseDate
,lanqgxgw,ix9Wm2ASPS9II0,"[{'_id': '6vah3f76qwbluj7jmjzvwtsc', 'asin': '0H01NXTZX8', 'title': 'iEeWbdCobFmncQIbeoNpruGHXpseLqIJOAl', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.1, 'price': 56.78, 'listPrice': 168.69, 'category_id': 68, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 41, 'reviews': []}]",487.64,138845509058646,YZGcZSP,EZeuJwazQymFxeeBDrnuiPjWvCBnQI,vHkNFvWWO,Random Country,2021-05-25T00:00:00.000000+00:00
,yarxzhlx,stwgzMZ6Es7eOl,"[{'_id': '4rtporpaf8tkgox9pnxxi9xz', 'asin': 'AYTHVHQFN3', 'title': 'whDXLQdViHeOfAnnaIbIWuxJBw ZG ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.2, 'price': 34.04, 'listPrice': 191.26, 'category_id': 22, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 46, 'reviews': []}, {'_id': '6qo7d0k2ni8a8x2jbp10mupy', 'asin': '24A1OISUDQ', 'title': 'oceOGOIwggicstcJ XyWTdCVXJnlzkEov f', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.6, 'price': 81.26, 'listPrice': 25.98, 'category_id': 28, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 63, 'reviews': []}, {'_id': 't8i52y158vy3x06u87wv8jcj', 'asin': 'KKDE42ME9T', 'title': 'hBwfnfyhmLnSoEA UmcVcGDv', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 96.15, 'listPrice': 37.64, 'category_id': 6, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 17, 'reviews': []}, {'_id': 'nt6cprfr1hl1s32zw3tsk2j9', 'asin': 'USJR3ACEK2', 'title': 'PVBcWCSP jC hFgUzgUzphiQGTA', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.0, 'price': 39.19, 'listPrice': 13.51, 'category_id': 91, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 13, 'reviews': []}]",180.68,518959599818369,TehUGggwxv,rvSsErhWxHcKLLMwb,oKcICfVHEYne,Random Country,2021-11-20T00:00:00.000000+00:00
,bhiaogtj,OCOla209e914bt,"[{'_id': '3y5owjv0crazxadep93z3efq', 'asin': '7XLWXQJCRS', 'title': 'nivukpsnegUZqShyxTvlZNnstOwZtBsapOHzMVMuJiSJ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.2, 'price': 65.77, 'listPrice': 130.04, 'category_id': 52, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 53, 'reviews': []}, {'_id': 're6m0fw38jaggx6lyxi085rc', 'asin': 'OS458YMMN8', 'title': 'LjoysoogxXJHLK cXpIBnslGZcXu', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.4, 'price': 96.09, 'listPrice': 195.86, 'category_id': 83, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 81, 'reviews': []}]",330.97,497344092529583,Yc iSr,NyHVIlcgtRIPSbuy l c,evXst,Random Country,2023-07-22T00:00:00.000000+00:00
,rwwpiavo,CINh20uzulHhPh,"[{'_id': 'xjh1et5opthx9ojte3d1tmxx', 'asin': '8HN6PTFU9C', 'title': 'sSVRWqItkdDoAHuwN', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.3, 'price': 25.35, 'listPrice': 54.66, 'category_id': 92, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 78, 'reviews': []}, {'_id': 'k4aombm33tgtk9tpguxphqci', 'asin': '7ZIX5MRAUV', 'title': 'fcLZIhaeitdyjIy', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.7, 'price': 48.48, 'listPrice': 128.96, 'category_id': 19, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 78, 'reviews': []}]",205.44,898035957574112,CEQlTHEIWbyGLA,NwHEfbQKfAlBiw,FXdLSiL,Random Country,2023-03-07T00:00:00.000000+00:00
,yemktpbr,9wfVY9TtRNuILh,"[{'_id': 'e5tms24tccmct4k436f6p4ks', 'asin': 'Q3N5AFYJ5I', 'title': ' fiWSnwqjmUTIXSYMkYMQFxeniREercBrZZXgFBEjFPZbxIq', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.9, 'price': 30.24, 'listPrice': 129.24, 'category_id': 9, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 31, 'reviews': []}]",486.36,117704084641808,RaFcuEA,mWdKNJTvfFg,UxRdebvVpr,Random Country,2021-12-12T00:00:00.000000+00:00
,drjdswsr,nv1cl4tPlbEVtY,"[{'_id': 'sjyt7nuihbp9ykl6o99hqasb', 'asin': 'VXSUJWABG7', 'title': 'qqpKCfiGrlkmKmsoeyptWnKOfzwCxHxlYfTjCjMRYfArcpvwqm', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.5, 'price': 79.15, 'listPrice': 29.87, 'category_id': 47, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 83, 'reviews': []}, {'_id': 'sq0m6g2gh1wyrryzqetid39t', 'asin': 'OJFW8CY45W', 'title': 'XRpvHpF MUlzTTWHAaBvuMBdRjRA XHWIRRpIRiMAvSYFDnmXh', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.6, 'price': 99.34, 'listPrice': 70.42, 'category_id': 57, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 53, 'reviews': []}, {'_id': '42042msyck7wvwqgztzkjxvo', 'asin': 'V9TK578ACA', 'title': 'mojYZlcFQmnNWPrPxnIIWUEDIGiJuhSdHBmeI KnpzV jwA', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.6, 'price': 72.18, 'listPrice': 152.65, 'category_id': 13, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 84, 'reviews': []}, {'_id': 'ti70aiirwc1jo6lxvbyk6q88', 'asin': 'HUVFKJ57FR', 'title': 'VMBGJQbFduUNDGtmETWVmoAiTXKiDnCli NQQGlV WviguB', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.2, 'price': 31.38, 'listPrice': 26.04, 'category_id': 79, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 6, 'reviews': []}, {'_id': 'ivbgi1lye86f0mo86zazlb5y', 'asin': 'J0Z6X3X0KW', 'title': 'JxDRelx bpKmrvERkdGsoprvEmgTGSvRXxmCwpBCSWSpAE', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.2, 'price': 83.53, 'listPrice': 154.49, 'category_id': 96, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 9, 'reviews': []}]",257.14,110102530919438,smmhFVtajBAeJ,OKLHpHXj SRDqyaCBybObxvrkbsaH,ZW JRx,Random Country,2024-02-05T00:00:00.000000+00:00
,zbmpvpow,vAhsvDxFzwqJn1,"[{'_id': 'ws1pkx7wrxsy1ffm7mkozjm0', 'asin': 'LHBADTSP8E', 'title': 'prYlFeVKSEmiYvDdVRjXSvnwwNR p', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.2, 'price': 58.64, 'listPrice': 28.21, 'category_id': 20, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 79, 'reviews': []}, {'_id': 'oai8ceo7xj69skkmx4gbo9yw', 'asin': 'M6GA63KOWX', 'title': 'SsTLJkpDlNxiTZxwRvRjjfUCMJwa', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.0, 'price': 86.47, 'listPrice': 75.96, 'category_id': 6, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 14, 'reviews': []}]",72.4,872895747462917,NreMZPp,fRHdOPNmLXxSDVvPlwt,vhplNUYtSSmmS,Random Country,2023-05-25T00:00:00.000000+00:00
,xrrldjjn,xnE6g88c9LgveU,"[{'_id': 'md39b6tleif7sfpg6hzxvcg3', 'asin': 'MF7PYLVUY3', 'title': 'jrWVSXPUiOKXTHdbnbDIUVyHqHMkqqkHtihQYLtzHZvh nbsB', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.2, 'price': 61.15, 'listPrice': 137.52, 'category_id': 58, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 47, 'reviews': []}]",208.68,816546178523844,APfnVeGtXg,XypeHGUrJEZsQiNflkiVTG,pcpYaNH,Random Country,2022-10-06T00:00:00.000000+00:00
,rnpwfdmt,thpDX9C1y3J8WB,"[{'_id': '4tvnf5cpwfimnfvyitgtbqof', 'asin': 'E7INW8198F', 'title': 'veUYWKvRQXtZdTwgiNcVNa', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.5, 'price': 69.67, 'listPrice': 152.32, 'category_id': 2, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 81, 'reviews': []}, {'_id': 'c9u6pe18xljex2xamlv5gb0h', 'asin': 'EV22XV36R9', 'title': 'GInJuJzExzeFoSZkPhXhW', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 88.83, 'listPrice': 187.12, 'category_id': 92, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 2, 'reviews': []}, {'_id': 'j68ugii4wxkc7z7n3s1brwog', 'asin': '7WDYA702I0', 'title': 'ScQjhCAJUTaLNWWDMJTaJaoQMloBlcp', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.2, 'price': 14.47, 'listPrice': 60.75, 'category_id': 85, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 90, 'reviews': []}, {'_id': '1mpbdrd0z0xej4afw0fej4d2', 'asin': 'XWP1IRVGMD', 'title': 'WiBhBApYlEtnSwdWRoCygFRkxXqrrhFQzZyMCMEJFcKBI', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.5, 'price': 64.03, 'listPrice': 55.95, 'category_id': 65, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 55, 'reviews': []}]",353.7,711770341519060,zmqufLtzSzLz,eqsfihqfpSyTYVGxtRCeOOVs,Y rDYuIIWn,Random Country,2022-09-22T00:00:00.000000+00:00
,jjavmpqj,7kZ7yrucUekqn1,"[{'_id': '1xd0kgfbkum6jxw70f5qw4ps', 'asin': 'E6MF8T8L5G', 'title': 'OMygIWAELkWyqFHJ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.1, 'price': 68.26, 'listPrice': 167.61, 'category_id': 72, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 41, 'reviews': []}, {'_id': 'pvauq3ozeof5e4zue4qul5li', 'asin': '5OLMFAK62C', 'title': 'effPRBKHxUFPpRskjeLTHaRw nDFwLwVpDnB', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.4, 'price': 24.86, 'listPrice': 41.97, 'category_id': 89, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 48, 'reviews': []}, {'_id': 'iu0wwzuclw8gpu1nuh38i9yx', 'asin': '6AW41T6VF0', 'title': 'eaBBFCviOJnviOcUEgeiMMWlldiJIEXSJszX', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.0, 'price': 92.39, 'listPrice': 35.3, 'category_id': 57, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 91, 'reviews': []}, {'_id': '9n2ydfp3s9yigw5clcyhp2g7', 'asin': 'NDQE7ZOV60', 'title': 'rdILimCxBNkxArWosRnqATWy', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.7, 'price': 27.88, 'listPrice': 90.75, 'category_id': 79, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 26, 'reviews': []}, {'_id': 'fz5y4vu75ir1d4x0zz28baqg', 'asin': 'T1DZR56GQM', 'title': 'FnfLzUMjssTjwtIvBNMublCkeY', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.8, 'price': 72.95, 'listPrice': 156.58, 'category_id': 26, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 90, 'reviews': []}]",406.14,794530607867268,grRZ  tQ,nG XxikxGNhYp o,HDemorjmOM,Random Country,2022-01-27T00:00:00.000000+00:00
,cumnilvo,PjovTpfJoMFmxd,"[{'_id': 'y8b75fxjlvuqtg1es0gu6mz7', 'asin': 'W0X7AZS278', 'title': 'YwjPchArGelXTXTWGqxeUBOY', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.2, 'price': 94.85, 'listPrice': 11.45, 'category_id': 80, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 55, 'reviews': []}, {'_id': 'd7920tkg8cyyy6ks119igii3', 'asin': 'JVG42X8RGZ', 'title': 'HRxTzVwVnEcGEvoELwVQUP', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.2, 'price': 66.22, 'listPrice': 45.53, 'category_id': 23, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 26, 'reviews': []}, {'_id': 'kpsuyg0h93llkcmi1ma08lee', 'asin': 'KQOPNI5SZS', 'title': 'YKPJzzoOxFQyaG', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.9, 'price': 76.43, 'listPrice': 166.0, 'category_id': 6, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 34, 'reviews': []}, {'_id': '71226me0xtvofzmh9oxtpyp1', 'asin': 'Y2OVHZTJFB', 'title': 'iDxoutKXaHQaXnHXRbBlIudrzqJXvsV', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.2, 'price': 88.88, 'listPrice': 2.63, 'category_id': 26, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 85, 'reviews': []}]",356.04,707967015133286,sKyFnQbVdxbOinH,msckKaXhdoEuqgNEtTLFXKLyJmrp,ByppJdSC sn,Random Country,2021-07-02T00:00:00.000000+00:00
,otvchrlx,Zedtpo2gpr4nPJ,"[{'_id': 'riquj5z6livqvpstz4ws22nq', 'asin': 'WTKCQ7AHV5', 'title': 'UXEbWeSqbclFP vqYC', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.4, 'price': 98.88, 'listPrice': 158.66, 'category_id': 42, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 44, 'reviews': []}, {'_id': '782ln1of8t0yxubi6nnev6yd', 'asin': 'F9154OYS95', 'title': 'RNYGyjfTmfiX DUlpnNRBONjlyyKZ XgfN', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 5.0, 'price': 26.92, 'listPrice': 118.06, 'category_id': 14, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 0, 'reviews': []}, {'_id': '1hqfzkz47qvuizdu0v7u5vk0', 'asin': 'O3IQI2ULXN', 'title': 'xNXwFycWAjTtUZtwlLNoFV', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.4, 'price': 18.17, 'listPrice': 20.54, 'category_id': 65, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 17, 'reviews': []}]",182.23,613125244769518,DimpTLn,TXswVPQHJQTyoAPv,vj hQGkBqkjA,Random Country,2022-01-02T00:00:00.000000+00:00
,iyvxtvlt,fT98IV0LwTtgIq,"[{'_id': '8x2ja4qlfe3gyy93kyi5sht1', 'asin': '9DF65WP56U', 'title': 'eSftjOyOppWbDWtF', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.0, 'price': 62.64, 'listPrice': 177.74, 'category_id': 94, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 44, 'reviews': []}, {'_id': '5yki7gw24uz8gt9iromhrvg2', 'asin': 'NIPKUV0HNN', 'title': 'gQeJMhFTNFnbxDEb lvUcWyPCcQUBRDQLAurDro', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.9, 'price': 71.45, 'listPrice': 136.12, 'category_id': 42, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 35, 'reviews': []}, {'_id': '9hetcdh73gx5toh2cfl3ds83', 'asin': 'DJPE9ZZYE1', 'title': 'zCXDRVqlRgy', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.2, 'price': 81.79, 'listPrice': 94.04, 'category_id': 26, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 46, 'reviews': []}, {'_id': '8kyzqmx3kij44tyvqf907pa4', 'asin': 'RH7MI40GP1', 'title': 'cpKHQYZvYvpaGXMlGpdwLMgDMAjntuEVBkQ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.8, 'price': 95.55, 'listPrice': 195.46, 'category_id': 60, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 20, 'reviews': []}]",453.48,472862167950800,TB lSZVaeGi,VPbLkWwBshRBaJs vJ mAwxzxolPC,GdnlpcXU,Random Country,2023-10-26T00:00:00.000000+00:00
,sdqmkqln,BirnUCf1d5oVsg,"[{'_id': '52os192gqznsso8qezrcpj4w', 'asin': 'OBSXQDOA0E', 'title': 'IpVCOrHCxvtAlmasbGVaHPXsGdNEAjhIuSlQO', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.5, 'price': 34.96, 'listPrice': 44.29, 'category_id': 27, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 85, 'reviews': []}, {'_id': 'pdr41vdq91t8webhw7v02yuq', 'asin': 'OI87MXLC2Q', 'title': 'w PMAwisdpOwrkPoGzZjBrp UnCbTVWPQX', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.6, 'price': 32.33, 'listPrice': 43.06, 'category_id': 57, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 10, 'reviews': []}, {'_id': '45zylj0glsuo8a8miqmkzgom', 'asin': 'LF251MZP6W', 'title': 'HlqpjdAzdHmOxZQif', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.2, 'price': 41.5, 'listPrice': 10.39, 'category_id': 40, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 77, 'reviews': []}]",68.56,400019194157191,zEcFYBZ,CLdOJZKfJWJXxBrCKpicKHaLay,hVwvbKbLKsCK,Random Country,2023-06-20T00:00:00.000000+00:00
,rqmksbfk,Nr6PaGVkuEOQ5E,"[{'_id': '08qpztpv5hfngaaqq298ybic', 'asin': 'BD0B3VBFDJ', 'title': 'bMwVxwRrdjxPGXaVVrUeCclNUQJQKFFUeeH', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.0, 'price': 63.31, 'listPrice': 52.35, 'category_id': 87, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 61, 'reviews': []}, {'_id': 'wdbtw9itxyalnckkbcr3yzzq', 'asin': '8YZB3KKE2P', 'title': 'AKtwHzOfQJdsXJPrb', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.6, 'price': 34.23, 'listPrice': 29.14, 'category_id': 34, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 16, 'reviews': []}]",81.24,909394250954481,OCfbbqwS,WJICnXuhPIQFi,jZGYUPs,Random Country,2021-08-15T00:00:00.000000+00:00
,narwwxvv,lH7hFlio1QbkLr,"[{'_id': '834crpvlyfz0dq1nkk3p4wd0', 'asin': 'VW84YR6AGQ', 'title': 'TBUhyWtDaQPqmfPESmnvtNFHlvBHbQRcNwVzMwFLnekP', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.8, 'price': 53.11, 'listPrice': 88.87, 'category_id': 92, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 15, 'reviews': []}, {'_id': '05apei7edwy0hwx1ty8eyyiu', 'asin': 'NUX0G4AWYC', 'title': 'avBKVgLISHMjCWFPIiouICUmhoosU', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.3, 'price': 48.99, 'listPrice': 147.67, 'category_id': 21, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 32, 'reviews': []}]",119.21,282414744727355,PlbTV,LSBdQHvaigxgKOjPmMarAiq OVmTuL,zmsUtp,Random Country,2021-10-19T00:00:00.000000+00:00
,mjuwtlvu,rh4vukAmf2c55r,"[{'_id': '8gtlp0wg0pgj4ntou4ymurvp', 'asin': 'MN1EZYYGTY', 'title': 'oijuTgiF  Gf iKgvIDEJPB', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.3, 'price': 93.19, 'listPrice': 49.49, 'category_id': 56, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 98, 'reviews': []}, {'_id': '44le98jl58njqh5j77gxrtxp', 'asin': 'TLIE08VSD3', 'title': 'ZWPGnJzhumjngXM', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.7, 'price': 30.47, 'listPrice': 58.47, 'category_id': 15, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 60, 'reviews': []}]",109.08,533838575311768,PGlufatdbQlMOa, o sOKSINVcFyoDZDGFBASaBfOm,uUpYTooXdk,Random Country,2023-04-06T00:00:00.000000+00:00
,rrfwnkje,IVvPTdgTXYqlzR,"[{'_id': 'cdfher5tvltv0ll4rtj7g08n', 'asin': '6KUF21MV1I', 'title': 'PwjonXuvuFLMimT', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.3, 'price': 78.43, 'listPrice': 147.05, 'category_id': 4, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 55, 'reviews': []}]",259.35,784737218162782,YdEPzAsndfOCjg,DBiUCWggYS,VPBiilc,Random Country,2023-03-23T00:00:00.000000+00:00
,blkszgjf,brzFnDN7smDrY6,"[{'_id': 'w5r11cqmz4ltjafklv7khs0u', 'asin': 'IULCLL4OE1', 'title': 'XzjNtA SRlnkImjoGvqJRAWnAtRkvzItFMExOAAoVxz', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.9, 'price': 70.38, 'listPrice': 84.67, 'category_id': 100, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 27, 'reviews': []}, {'_id': '3flcf1w6v5537uygczsucgv8', 'asin': 'YQVC9VA6Z5', 'title': 'UcDkulnwkFGHErlrRWGHmjrqbuSlwbHszDu', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.6, 'price': 46.04, 'listPrice': 197.16, 'category_id': 6, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 11, 'reviews': []}]",411.63,857883528480078,dNHdIAqmnajUPtI,RSlLmOKcKHaY,eOxNfuZdf,Random Country,2021-10-21T00:00:00.000000+00:00
,jfbviajo,JkC7pflcVRAlfu,"[{'_id': '1q0vxcdwtuzkef1g733hpo9a', 'asin': 'OGPV5OOXCS', 'title': 'X BjHUKhSOS VyPE s VXUfTKSEKaPEVTQENjA', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.8, 'price': 42.17, 'listPrice': 9.8, 'category_id': 59, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 87, 'reviews': []}, {'_id': '2j0ekivzxs0rsi3ju8nq8rcz', 'asin': 'G5JHP0BQHQ', 'title': 'lvYkgRNDdsLGzILdioSDZZXkZZFzKkGyrLA', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.8, 'price': 82.5, 'listPrice': 103.48, 'category_id': 62, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 63, 'reviews': []}, {'_id': 'aelaskwlxhxhd6377p4iw9yj', 'asin': 'OE1WQ142JS', 'title': 'otGmxDwGnuxKRXXcOOIeQxOdVpcwXPJoynVetWDQLYAxk', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.6, 'price': 11.83, 'listPrice': 171.51, 'category_id': 31, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 43, 'reviews': []}, {'_id': 'cnvf53d07ufnvay3uhqbinge', 'asin': 'H5FSJ17LZX', 'title': 'yIqktNucHYnHFIZdEmKXEIkkjHIdKKVQ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.1, 'price': 100.0, 'listPrice': 198.86, 'category_id': 57, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 84, 'reviews': []}, {'_id': '62j4bz14wnpvuyfgf2ymu2oo', 'asin': 'KVJL20RI57', 'title': 'STnNzP WyDINMYJLTRskMGEcpDmJqNDSDCbQMAnLd', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.6, 'price': 98.68, 'listPrice': 144.51, 'category_id': 4, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 10, 'reviews': []}]",498.93,669679832959605,XlQidzyJJFT,YmueeOoaQpPA,qRfDInRSOrcyV ,Random Country,2023-11-13T00:00:00.000000+00:00
